"description","code","year"
"Lupin fourrager de printemps implanté pour la récolte 2015","LP5","2016"
"Lupin fourrager de printemps implanté pour la récolte 2016","LP6","2016"
"Autre lupin fourrager de printemps","LFP","2016"
"Luzerne implantée pour la récolte 2015","LU5","2016"
"Luzerne implantée pour la récolte 2016","LU6","2016"
"Autre luzerne","LUZ","2016"
"Mélilot implanté pour la récolte 2015","ME5","2016"
"Mélilot implanté pour la récolte 2016","ME6","2016"
"Autre mélilot","MEL","2016"
"Pois fourrager d'hiver implanté pour la récolte 2015","PH5","2016"
"Pois fourrager d'hiver implanté pour la récolte 2016","PH6","2016"
"Autre pois fourrager d'hiver","PFH","2016"
"Pois fourrager de printemps implanté pour la récolte 2015","PP5","2016"
"Pois fourrager de printemps implanté pour la récolte 2016","PP6","2016"
"Autre pois fourrager de printemps","PFP","2016"
"Millet","MLT","2015"
"Moha","MOH","2015"
"Orge d'hiver","ORH","2015"
"Orge de printemps","ORP","2015"
"Riz","RIZ","2015"
"Sarrasin","SRS","2015"
"Seigle d'hiver","SGH","2015"
"Seigle de printemps","SGP","2015"
"Sorgho","SOG","2015"
"Triticale d'hiver","TTH","2015"
"Triticale de printemps","TTP","2015"
"Autre céréale d'hiver de genre Avena","CHA","2015"
"Autre céréale d'hiver de genre Hordeum","CHH","2015"
"Autre céréale d'hiver de genre Secale","CHS","2015"
"Autre céréale d'hiver de genre Triticum","CHT","2015"
"Autre céréale de printemps de genre Avena","CPA","2015"
"Autre céréale de printemps de genre Hordeum","CPH","2015"
"Autre céréale de printemps de genre Secale","CPS","2015"
"Autre céréale de printemps de genre Triticum","CPT","2015"
"Autre céréale de printemps de genre Zea","CPZ","2015"
"Autre céréale de genre Phalaris","CGH","2015"
"Autre céréale de genre Panicum","CGP","2015"
"Autre céréale de genre Sorghum","CGO","2015"
"Autre céréale de genre Setaria","CGS","2015"
"Autre céréale de genre Fagopyrum","CGF","2015"
"Autre céréale d'un autre genre *","CAG","2015"
"Mélange de céréales","MCR","2015"
"Autre pois fourrager de printemps","PFP","2015"
"Sainfoin implanté pour la récolte 2015","SA5","2015"
"Autre sainfoin","SAI","2015"
"Serradelle implantée pour la récolte 2015","SE5","2015"
"Autre serradelle","SER","2015"
"Trèfle implanté pour la récolte 2015","TR5","2015"
"Autre trèfle","TRE","2015"
"Vesce implantée pour la récolte 2015","VE5","2015"
"Autre vesce","VES","2015"
"Mélange de légumineuses fourragères * implantées pour la récolte 2015 (entre elles)","ML5","2015"
"Mélange de légumineuses fourragères * prépondérantes au semis implantées pour la récolte 2015 et de céréales","MC5","2015"
"Mélange de légumineuses fourragères * prépondérantes au semis implantées pour la récolte 2015 et d'herbacées ou de graminées fourragères","MH5","2015"
"Féverole fourragère implantée pour la récolte 2015","FF5","2015"
"Autre féverole fourragère","FFO","2015"
"Jarosse implantée pour la récolte 2015","J05","2015"
"Autre jarosse","JOS","2015"
"Lupin fourrager d'hiver implanté pour la récolte 2015","LH5","2015"
"Autre lupin fourrager d'hiver","LFH","2015"
"Lupin fourrager de printemps implanté pour la récolte 2015","LP5","2015"
"Autre lupin fourrager de printemps","LFP","2015"
"Luzerne implantée pour la récolte 2015","LU5","2015"
"Autre luzerne","LUZ","2015"
"Mélilot implanté pour la récolte 2015","ME5","2015"
"Autre mélilot","MEL","2015"
"Pois fourrager d'hiver implanté pour la récolte 2015","PH5","2015"
"Autre pois fourrager d'hiver","PFH","2015"
"Pois fourrager de printemps implanté pour la récolte 2015","PP5","2015"
"Agrume","AGR","2015"
"Caroube","CAB","2015"
"Cerise bigarreau pour transformation","CBT","2015"
"Châtaigne","CTG","2015"
"Noisette","NOS","2015"
"Noix","NOX","2015"
"Oliveraie","OLI","2015"
"Pêche Pavie pour transformation","PVT","2015"
"Pépinière","PEP","2015"
"Navet","NVT","2015"
"Oignon/Echalotte","OIG","2015"
"Panais","PAN","2015"
"Pastèque","PAS","2015"
"Petits pois","PPO","2015"
"Poireau","POR","2015"
"Poivron / Piment","PVP","2015"
"Pomme de terre de consommation","PTC","2015"
"Pomme de terre féculière","PTF","2015"
"Potiron / Potimarron","POT","2015"
"Radis","RDI","2015"
"Roquette","ROQ","2015"
"Rutabaga","RUT","2015"
"Salsifis","SFI","2015"
"Tabac","TAB","2015"
"Tomate","TOM","2015"
"Tomate pour transformation","TOT","2015"
"Topinambour","TOP","2015"
"Autre légume ou fruit annuel","FLA","2015"
"Autre légume ou fruit pérenne *","FLP","2015"
"Autre mélange de plantes fixant l'azote","MPA","2015"
"Miscanthus","MCT","2015"
"Taillis à courte rotation","TCR","2015"
"Truffière (chênaie de plants mycorhizés)","TRU","2015"
"Surface boisée sur une ancienne terre agricole","SBO","2015"
"Surface agricole temporairement non exploitée","SNE","2015"
"Surface non agricole non visible sur l'orthophoto","SNA","2015"
"Marais salant","MRS","2015"
"Cameline","CML","2015"
"Colza d'hiver","CZH","2015"
"Colza de printemps","CZP","2015"
"Lin non textile d'hiver","LIH","2015"
"Lin non textile de printemps","LIP","2015"
"Moutarde","MOT","2015"
"Navette d'été","NVE","2015"
"Navette d'hiver","NVH","2015"
"Nyger","NYG","2015"
"Œillette","OEI","2015"
"Chanvre","CHV","2015"
"Betterave fourragère","BVF","2015"
"Carotte fourragère","CAF","2015"
"Chou fourrager","CHF","2015"
"Lentille fourragère","LEF","2015"
"Navet fourrager","NVF","2015"
"Radis fourrager","RDF","2015"
"Jachère de 5 ans ou moins","J5M","2015"
"Jachère de 6 ans ou plus déclarée comme SIE","J6S","2015"
"Jachère de 6 ans ou plus","J6P","2015"
"Jachère noire","JNO","2015"
"Avoine d'hiver","AVH","2015"
"Avoine de printemps","AVP","2015"
"Blé dur d'hiver","BDH","2015"
"Blé dur de printemps","BDP","2015"
"Blé dur de printemps semé tardivement","BDT","2015"
"Blé tendre d'hiver","BTH","2015"
"Blé tendre de printemps","BTP","2015"
"Épeautre","EPE","2015"
"Maïs doux","MID","2015"
"Maïs ensilage","MIE","2015"
"Maïs","MIS","2015"
"Soja","SOJ","2015"
"Tournesol","TRN","2015"
"Autre oléagineux d'hiver d'espèce Brassica napus","OHN","2015"
"Autre oléagineux d'hiver d'espèce Brassica rapa","OHR","2015"
"Autre oléagineux de printemps d'espèce Brassica napus","OPN","2015"
"Autre oléagineux de printemps d'espèce Brassica rapa","OPR","2015"
"Autre oléagineux d'espèce Helianthus","OEH","2015"
"Autre oléagineux d'un autre genre *","OAG","2015"
"Mélange d'oléagineux","MOL","2015"
"Culture sous abattis","CUA","2015"
"Curcuma","CUR","2015"
"Horticulture ornementale de plein champ","HPC","2015"
"Horticulture ornementale sous abri","HSA","2015"
"Légume sous abri","LSA","2015"
"Plante à parfum (autre que géranium et vétiver)","PPF","2015"
"Plante aromatique (autre que vanille)","PAR","2015"
"Plante médicinale","PMD","2015"
"Tubercule tropical","TBT","2015"
"Vanille","VNL","2015"
"Vanille sous bois","VNB","2015"
"Vanille verte","VNV","2015"
"Vétiver","VET","2015"
"Ylang-ylang","YLA","2015"
"Autre culture non précisée dans la liste (admissible)","ACA","2015"
"Aneth","ANE","2015"
"Angélique","ANG","2015"
"Anis","ANI","2015"
"Bardane","BAR","2015"
"Basilic","BAS","2015"
"Bleuet","BLT","2015"
"Bugle rampant","BUR","2015"
"Camomille","CMM","2015"
"Carvi","CAV","2015"
"Cerfeuil","CRF","2015"
"Chardon Marie","CHR","2015"
"Ciboulette","CIB","2015"
"Coriandre","CRD","2015"
"Cumin","CUM","2015"
"Estragon","EST","2015"
"Fenouil","FNO","2015"
"Gaillet","GAI","2015"
"Lavande /Lavandin","LAV","2015"
"Marguerite","MRG","2015"
"Marjolaine / Origan","MRJ","2015"
"Arachide","ARA","2015"
"Cornille","CRN","2015"
"Dolique","DOL","2015"
"Fenugrec","FNU","2015"
"Gesse","GES","2015"
"Féverole semée avant le 31/05","FVL","2015"
"Féverole semée tardivement (après le 31/05)","FVT","2015"
"Jarosse déshydratée","JOD","2015"
"Lupin doux d'hiver","LDH","2015"
"Lupin doux de printemps semé avant le 31/05","LDP","2015"
"Lupin doux de printemps semé tardivement (après le 31/05)","LDT","2015"
"Luzerne déshydratée","LUD","2015"
"Mélilot déshydraté","MED","2015"
"Pois d'hiver","PHI","2015"
"Pois de printemps semé avant le 31/05","PPR","2015"
"Pois de printemps semé tardivement (après le 31/05)","PPT","2015"
"Bande admissible le long d'une forêt avec production","BFP","2015"
"Bande admissible le long d'une forêt sans production","BFS","2015"
"Bande tampon","BTA","2015"
"Bordure de champ","BOR","2015"
"Cultures conduites en inter- rangs 2 cultures représentant chacune plus de 25%","CID","2015"
"Cultures conduites en interrangs 3 cultures repré- sentant chacune plus de 25%","CIT","2015"
"Phacélie de 5 ans ou moins","PCL","2015"
"Ray-grass de 5 ans ou moins","RGA","2015"
"X-Felium de 5 ans ou moins","XFE","2015"
"Autre graminée fourragère pure de 5 ans ou moins","GFP","2015"
"Mélange de légumineuses prépondérantes au semis et de graminées fourragères de 5 ans ou moins","MLG","2015"
"Autre prairie temporaire de 5 ans ou moins","PTR","2015"
"Petit fruit rouge *","PFR","2015"
"Pistache","PIS","2015"
"Poire Williams pour transformation","PWT","2015"
"Prune d'Ente pour transformation","PRU","2015"
"Verger","VRG","2015"
"Vigne raisins de cuve","VRC","2015"
"Vigne raisins de table","VRT","2015"
"Restructuration du vignoble","RVI","2015"
"Bourrache de 5 ans ou moins","BRH","2015"
"Brôme de 5 ans ou moins","BRO","2015"
"Cresson alénois de 5 ans ou moins","CRA","2015"
"Dactyle de 5 ans ou moins","DTY","2015"
"Fétuque de 5 ans ou moins","FET","2015"
"Fléole de 5 ans ou moins","FLO","2015"
"Paturin commun de 5 ans ou moins","PAT","2015"
"Mauve","MAV","2015"
"Mélisse","MLI","2015"
"Menthe","MTH","2015"
"Millepertuis","MLP","2015"
"Oseille","OSE","2015"
"Pâquerette","PAQ","2015"
"Pensée","PSE","2015"
"Persil","PSL","2015"
"Plantain psyllium","PSY","2015"
"Primevère","PMV","2015"
"Romarin","ROM","2015"
"Sariette","SRI","2015"
"Sauge","SGE","2015"
"Thym","THY","2015"
"Valériane","VAL","2015"
"Véronique","VER","2015"
"Autre PPAM annuelle","PPA","2015"
"Autre PPAM pérenne *","PPP","2015"
"Lin fibres","Lin fibres","Lin fibres"
"Prairie en rotation longue (6 ans ou plus)","PRL","2015"
"Prairie permanente herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes)","PPH","2015"
"Surface pastorale ressources fourragères ligneuses prédominantes","SPL","2015"
"Surface pastorale herbe prédominante et ressources fourragères ligneuses présentes","SPH","2015"
"Bois pâturé","BOP","2015"
"Châtaigneraie entretenue par des porcins ou des petits ruminants","CAE","2015"
"Chênaie entretenue par des porcins ou des petits ruminants","CEE","2015"
"Roselière","Roselière","Roselière"
"Sainfoin déshydraté","SAD","2015"
"Serradelle déshydratée","SED","2015"
"Trèfle déshydraté","TRD","2015"
"Vesce déshydratée","VED","2015"
"Autre protéagineux d'un autre genre *","PAG","2015"
"Mélange de légumineuses déshydratées ** (entre elles)","MLD","2015"
"Mélange de protéagineux (pois et/ou lupin et/ou féverole) prépondérants semés avant le 31/05 et de céréales","MPC","2015"
"Mélange de protéagineux semé tardivement (après le 31/05)","MPT","2015"
"Lentille cultivée (non fourragère)","LEC","2015"
"Lotier","LOT","2015"
"Minette","MIN","2015"
"Pois chiche","PCH","2015"
"Ananas","ANA","2015"
"Banane créole (fruit et légume) autre","BCA","2015"
"Banane créole (fruit et légume) fermage","BCF","2015"
"Banane créole (fruit et légume) indivision","BCI","2015"
"Banane créole (fruit et légume) propriété ou faire valoir direct","BCP","2015"
"Banane créole (fruit et légume) réforme foncière","BCR","2015"
"Banane export autre","BEA","2015"
"Banane export fermage","BEF","2015"
"Banane export indivision","BEI","2015"
"Banane export propriété ou faire valoir direct","BEP","2015"
"Banane export réforme foncière","BER","2015"
"Café Cacao","CAC","2015"
"Canne à sucre autre","CSA","2015"
"Canne à sucre fermage","CSF","2015"
"Canne à sucre indivision","CSI","2015"
"Canne à sucre propriété ou faire valoir direct","CSP","2015"
"Canne à sucre - réforme foncière","CSR","2015"
"Ail","AIL","2015"
"Artichaut","ART","2015"
"Aubergine","AUB","2015"
"Avocat","AVO","2015"
"Betterave non fourragère / Bette","BTN","2015"
"Carotte","CAR","2015"
"Céleri","CEL","2015"
"Chicorée / Endive / Scarole","CES","2015"
"Chou","CHU","2015"
"Concombre / Cornichon","CCN","2015"
"Courge musquée / Butternut","CMB","2015"
"Courgette / Citrouille","CCT","2015"
"Cresson","CRS","2015"
"Epinard","EPI","2015"
"Fève","FEV","2015"
"Fraise","FRA","2015"
"Haricot / Flageolet","HAR","2015"
"Houblon","HBL","2015"
"Laitue/Batavia / Feuille de chêne","LBF","2015"
"Mâche","MAC","2015"
"Melon","MLO","2015"
"Autre plante fourragère sarclée d'un autre genre","FSG","2015"
"Autre fourrage annuel d'un autre genre *","FAG","2015"
"Fourrage composé de céréales et/ou de protéagineux (en proportion < 50%) et/ou de légumineuses fourragères (en proportion < 50%)","CPL","2015"
